Car Name,Make,Model,KM's driven,Price,Fuel_Diesel,Fuel_Hybrid,Fuel_Petrol,Transmission_Manual,Car Age
"Toyota corolla Altis 1.6 Super Ect, Automatic 2015, 8500 driven",Toyota,Corrolla Altis,85000,3450000,False,False,True,False,9
SUZUKI ALTO VXR 2006,Suzuki,Alto,98000,610000,False,False,True,True,18
Suzuki Wagon R VXL 2017/18,Suzuki,Wagon R,65000,1950000,False,False,True,True,7
Yaris Toyota,Toyota,Yaris,55000,3890000,False,False,True,True,2
Toyota Altis 1.6 2019 total original condition,Toyota,Corrolla Altis,70000,4775000,False,False,True,False,5
Alto 2007 VXR,Suzuki,Alto,65000,770000,False,False,True,True,17
suzuki mehran vxr,Suzuki,Mehran VXR,35000,1150000,False,False,True,True,7
Suzuki Cultas for Sale,Suzuki,Cultus VXR,100000,1375000,False,False,True,True,11
Suzuki Ravi,Suzuki,Ravi,12345,950000,False,False,True,True,11
Hyundai cantro Manual 2008,Hyundai,Santro,110000,1260000,False,False,True,True,16
Santro Club Hyundai 2007,Hyundai,Santro,1000,1000000,False,False,True,True,17
Suzuki Wagon R,Suzuki,Wagon R,128000,2370000,False,False,True,True,6
KIA PICANTO,KIA,Picanto,30000,2580000,False,False,True,False,4
Suzuki Mahran Vxr For sale,Suzuki,Mehran VXR,45000,630000,False,False,True,True,18
Yaris 1.5 Ativ X for sale,Toyota,Yaris,31500,4850000,False,False,True,False,2
Honda city 2005 model Lahore num total janman no excdint,Honda,City IDSI,203820,1750000,False,False,True,False,19
Corolla Gli,Toyota,Corolla GLI,100000,2750000,False,False,True,True,12
enternel and external 100% genieun,Suzuki,Bolan,84000,750000,False,False,False,True,14
Toyota Passo Army officer used car highly maintenaned just like new,Toyota,Passo,10000,1950000,False,False,True,False,16
Honda City Aspire 1.3 manual for sale,Honda,City Aspire,82000,3150000,False,False,True,True,8
suzuki wagon r vxl 2016  03036748546,Suzuki,Wagon R,120000,1900000,False,False,True,True,8
"Honda city EXI s, 1300 cc,model 2000, automatic",Honda,City IDSI,123568,845000,False,False,True,False,24
03165782670 watsup,Toyota,Corolla GLI,207400,2685000,False,False,True,True,11
Daihatsu Mira L,Daihatsu,Mira,81550,1950000,False,False,True,False,12
Honda City Aspire 2017 in original condition.,Honda,City Aspire,77300,3825000,False,False,True,False,7
civic 2002,Honda,Civic Prosmetic,100000,1150000,False,False,True,False,22
baleeno jxr allyrim ac family use good look good candition,Suzuki,Baleno,100000,885000,False,False,True,True,20
Mitsubishi Lancer GLX Full Option  2004/5,Mitsubishi,Lancer,150000,1600000,False,False,True,False,19
citycvt first owner. . total Janin. . book file original. . .,Honda,City Vario,30000,4300000,False,False,True,False,3
coure 2002 for sale,Daihatsu,Cuore,267000,550000,False,False,True,True,22
coure Daihatsu cuoree,Daihatsu,Cuore,13000,660000,False,False,True,True,21
Honda City Aspire 1.5,Honda,City Aspire,31000,4900000,False,False,True,False,2
kia picanto 2021 model,KIA,Picanto,64000,3000000,False,False,True,False,3
Suzuki Every 2013 model 2019 Reg,Suzuki,Every,100000,1525000,False,False,True,False,11
"Corolla XLI 1300cc, Manual, Converted into GLI",Toyota,Corolla XLI,86000,2500000,False,False,True,True,12
2013/15/18,Daihatsu,Hijet,12345,1450000,False,False,True,False,11
Suzuki cultus,Suzuki,Cultus VXR,123456,825000,False,False,True,True,16
Honda city ASPIRE automatic for sale,Honda,City Aspire,64800,3570000,False,False,True,False,8
Suzuki Cultus 2009,Suzuki,Cultus VXR,200000,1050000,False,False,True,True,15
coure 2011,Daihatsu,Cuore,1234,950000,False,False,True,True,13
Toyota xli 2 gli o3o3 2149.414,Toyota,Corolla XLI,102134,2585000,False,False,True,True,10
Faw X-PV 2017 dual AC carry daba,FAW,X-PV,183000,900000,False,False,True,True,7
City 2005 vario,Honda,City Vario,100000,1475000,False,False,True,False,19
Interested Person Contact 03185292350,Toyota,Corolla GLI,172000,2375000,False,False,True,True,13
Honda City Model 2018,Honda,City IVTEC,110000,3200000,False,False,True,True,6
Santro GV almost geniune condition,Hyundai,Santro,91900,995000,False,False,True,True,18
Corolla gli,Toyota,Corolla GLI,190000,2750000,False,False,True,True,12
Suzuki Bolan,Suzuki,Bolan,21600,850000,False,False,False,True,14
Civic x urgent sale,Honda,Civic VTi,99000,4130000,False,False,True,False,8
genuine condition grande for sale,Toyota,Altis Grande,92000,4850000,False,False,True,False,7
First Owner 2018 Honda City I-VTECH - Your Dream Car Awaits!,Honda,City IVTEC,116336,3270000,False,False,True,True,6
Honda Civic 2017 UG For Sale,Honda,Civic Oriel,95000,4950000,False,False,True,False,7
Daihatsu terios kit model 2009 import 2013 register orginal condition,Daihatsu,Terios Kid,41000,1975000,False,False,True,False,15
Mira Manual 4 Door,Daihatsu,Mira,102000,1400000,False,False,True,True,18
suzuki alto VXR.,Suzuki,Alto,31000,2475000,False,False,True,True,2
car for sale,Suzuki,Mehran VXR,100000,670000,False,False,True,True,14
Toyota Corolla Gli auto 2017 completely original,Toyota,Corolla GLI,58786,3795000,False,False,True,False,7
Wagon R VXR,Suzuki,Wagon R,130000,1950000,False,False,True,True,10
toyota Yaris Gli,Toyota,Yaris,40000,3575000,False,False,True,True,4
Alsvin DCT Lumiere,Changan,Alsvin,11000,4510000,False,False,True,False,2
Bolan hiroof 2004,Suzuki,Bolan,17591,450000,False,False,True,True,20
Wagon R VXL 2017 Model For Sale,Suzuki,Wagon R,125000,1975000,False,False,True,True,7
cultus 2008. power staring,Suzuki,Cultus VXR,155540,980000,False,False,True,True,16
Assalamualaikum i am selling my car,Suzuki,Cultus VXR,88000,1400000,False,False,True,True,11
Suzuki Mehran VXR 2011 lush conditioned car,Suzuki,Mehran VXR,65321,550000,False,False,True,True,13
Sentro 2006 RS. 798000,Hyundai,Santro,123521,798000,False,False,True,True,18
Honda civic VTi Prosmatec 1.8 i-VTEC,Honda,Civic Prosmetic,115000,2075000,False,False,True,False,13
original car,Daihatsu,Hijet,80000,1475000,False,False,True,False,5
new tair. new android TV. back camera lethar poshesh,Honda,City IVTEC,76500,2800000,False,False,True,True,8
coure japani car 2000 nbr 03084559267,Daihatsu,Cuore,15000,650000,False,False,True,True,24
Cuore 2008 model,Daihatsu,Cuore,215792,980000,False,False,True,True,16
daihatsu mira 2012/2015,Daihatsu,Mira,79000,2200000,False,False,True,False,12
alto vxr 21/22,Suzuki,Alto,29000,2400000,False,False,True,True,2
Suzuki every 13/19,Suzuki,Every,109000,2150000,False,False,True,False,11
suzuki Cultus vxr  oraginal condition Ac cng petrol all paper Ok,Suzuki,Cultus VXR,74000,749000,False,False,False,True,18
family car in good condition,Suzuki,Cultus VXR,1000,735000,False,False,True,True,19
hi jet 2011/2016,Daihatsu,Hijet,117000,1325000,False,False,True,False,13
GLi Special edition 2018,Toyota,Corolla GLI,140000,4100000,False,False,True,True,6
2021 Suzuki Wagon R,Suzuki,Wagon R,21000,3600000,False,False,True,False,3
2005 model alto for sale urgently due to need cash,Suzuki,Alto,70000,795000,False,False,True,True,19
CULTUS 2003 FOR SALE,Suzuki,Cultus VXR,200000,795000,False,False,True,True,21
HONDA CITY 2018,Honda,City IVTEC,65000,3700000,False,False,True,True,6
santro  2007 exec efi 1.0,Hyundai,Santro,97000,925000,False,False,True,True,17
Toyota Corolla gli,Toyota,Corolla GLI,110000,3170000,False,False,False,True,10
Daihatsu Mira for sale,Daihatsu,Mira,128700,1950000,False,False,True,False,6
Suzuki Pickup 2015,Suzuki,Ravi,12345,500000,False,False,True,True,9
Mira 2013/8,Daihatsu,Mira,95000,1250000,False,False,True,True,11
Toyota Yaris GLI CVT for Sale,Toyota,Yaris,2950,4800000,False,False,True,False,1
HONDA CIVIC REBORN 2011 MODEL MODIFIED IN VERY GOOD CONDITION,Honda,Civic Prosmetic,93000,2400000,False,False,True,False,13
Toyota Yaris 2020 Model,Toyota,Yaris,80000,4150000,False,False,True,False,4
Daihatsu Mira LSA 2014/2017,Daihatsu,Mira,86000,2200000,False,False,True,False,10
urgent sale,Suzuki,Swift,115500,1550000,False,False,True,True,13
hijet 6 seater car,Daihatsu,Hijet,107000,1650000,False,False,True,True,6
Suzuki Wagon R VXL 2019,Suzuki,Wagon R,50000,2550000,False,False,True,True,5
2006 model santro lush condition,Hyundai,Santro,141000,950000,False,False,True,True,18
Daihatsu mira 11/15,Daihatsu,Mira,78000,1980000,False,False,True,False,13
toyota yaris 1.3 automatic,Toyota,Yaris,23000,4400000,False,False,True,False,2
Suzuki Bolan,Suzuki,Bolan,61000,1250000,False,False,True,True,6
Mahran 2008/9,Suzuki,Mehran VXR,55000,940000,False,False,True,True,15
Daihatsu Mira ES L 2014 / 2017 Registered,Daihatsu,Mira,125000,2280000,False,False,True,False,10
Move 2007 model import 2012 Registered 2013 one piece touch,Daihatsu,Move,93699,1750000,False,False,True,False,17
Toyota Yaris Ativ X 1.5 CVT,Toyota,Yaris,23000,5000000,False,False,True,False,2
Mini Pajero 660cc turbo,Mitsubishi,Pajero Mini,123456,950000,False,False,True,True,17
every Nissan Mono PC,Suzuki,Every,145000,2080000,False,False,True,True,5
honda civic 1.8,Honda,Civic Oriel,95000,4800000,False,False,True,False,7
Wagnerg vxl Brand new condition,Suzuki,Wagon R,98000,2150000,False,False,True,True,6
toyota Passo,Toyota,Passo,49000,2950000,False,False,True,False,9
Suzuki Alto VXR.,Suzuki,Alto,60000,650000,False,False,False,True,18
Toyota Corolla GLI 1.6,Toyota,Corolla GLI,140000,2700000,False,False,True,False,13
Sazuki Every 2008 Model Register 2014,Suzuki,Every,170000,1350000,False,False,True,False,16
Daihatsu Mira ES XSA,Daihatsu,Mira,30000,3550000,False,False,True,False,5
Toyota Gli,Toyota,Corolla GLI,130000,2575000,False,False,True,True,13
Honda City 1.3 Ivtec,Honda,City IVTEC,82000,3650000,False,False,True,True,7
Honda City Aspire 1.3,Honda,City Aspire,156000,2725000,False,False,True,True,11
"1st owner,family used as a third car",Honda,City IVTEC,168000,2350000,False,False,True,True,14
0311 7006494 Honda city car Janine approximately,Honda,City IDSI,175000,1550000,False,False,True,True,20
coure 2010,Daihatsu,Cuore,139535,1050000,False,False,True,True,14
Civic 2006 for sale,Honda,Civic Prosmetic,129000,1650000,False,False,True,False,18
HYNDAI SATRO PLUS,Hyundai,Santro,150000,700000,False,False,True,True,23
SUZUKI WAGON R VXL 2019,Suzuki,Wagon R,85000,2650000,False,False,True,True,5
corolla Xli 2019 automatic,Toyota,Corolla XLI,51336,4175000,False,False,True,False,5
honda city 1.5,Honda,City Aspire,90000,2900000,False,False,True,False,10
Honda City 1.3 ( Manual ),Honda,City IVTEC,96545,3150000,False,False,True,True,8
suzuki swift 2012 silver 1.3 DLX,Suzuki,Swift,120000,1750000,False,False,True,True,12
Honda city 2004 model for sale 70% genuine,Honda,City IDSI,123456,1450000,False,False,True,True,20
Daihatsu Mira 2 Door (Home used),Daihatsu,Mira,162000,1325000,False,False,True,False,17
Daihatsu Mira Xmemorial,Daihatsu,Mira,110000,2525000,False,False,True,False,9
Honda city Almost Geniun for sale,Honda,City IDSI,200000,1550000,False,False,True,True,19
I am selling my suzuki bolan 2006 model,Suzuki,Bolan,292000,640000,False,False,True,True,18
cultus,Suzuki,Cultus VXR,9999,1290000,False,False,True,True,11
"seal by seal geniun , minor touching, lush condition",Honda,Civic Prosmetic,145000,2150000,False,False,True,True,13
Suzuki Cervo 2007 MODEL 2012 KARACHI REG 660cc Mira,Suzuki,Cervo,88000,1345000,False,False,True,False,17
Japanese WagonR For Sale Urgently,Suzuki,Wagon R,64000,2800000,False,False,True,False,4
Toyota Yaris Atvi 0 3 4 2 4 5 0 0 0 1 7,Toyota,Yaris,54000,4055000,False,False,True,True,2
Xli 2008/9,Toyota,Corolla XLI,155000,1925000,False,False,True,True,16
Toyota Corolla xli convert to gli 1 fandar and half d'Or shower,Toyota,Corolla XLI,75600,3435000,False,False,True,True,7
gari bilqul saf ha koe teaching ni ha,Honda,Civic Prosmetic,30000,3600000,False,False,True,False,10
Santro club GV,Hyundai,Santro,107000,785000,False,False,True,True,18
HONDA REBORN 2010 MODEL,Honda,Civic Prosmetic,150000,2000000,False,False,True,False,14
cuore Daihatus,Daihatsu,Cuore,12345,730000,False,False,True,True,18
Honda City 2010,Honda,City IVTEC,117000,2450000,False,False,True,False,14
usedd,Honda,City Aspire,154378,1650000,False,False,True,True,18
Daihatsu Mira 15/17,Daihatsu,Mira,119000,2290000,False,False,True,False,9
corolla GLI automatic,Toyota,Corolla GLI,84000,4600000,False,False,True,False,5
Daihatsu move custom Momo edition,Daihatsu,Move,96000,2200000,False,False,True,False,10
Suzuki Bolan VX Euro II 2021- Islamabad Registration,Suzuki,Bolan,45030,1735000,False,False,False,True,3
Honda city in very Good conditions,Honda,City IDSI,112000,1395000,False,False,True,True,19
"good tyre ,good condition",Suzuki,Wagon R,73000,2260000,False,False,True,True,5
Daihatsu Hijet Model 2013/19,Daihatsu,Hijet,120000,1440000,False,False,True,False,11
Suzuki bolan for sale good condition . a. c b lga gari m,Suzuki,Bolan,3360,1380000,False,False,True,True,7
coure 2005,Daihatsu,Cuore,12789,540000,False,False,True,True,19
Toyata Corolla Gli 2008 Good Condition Better than Cultus Swift,Toyota,Corolla GLI,80000,1499000,False,False,True,True,16
I am selling my car Suzuki Wagon R AGS 2020 model full original,Suzuki,Wagon R,55000,2950000,False,False,True,False,4
Gli 2016 model automatic new key,Toyota,Corolla GLI,87000,4100000,False,False,True,False,8
Toyota Corolla gli 2012 Red vine 1.6 automatic transmission,Toyota,Corolla GLI,87501,2650000,False,False,True,False,12
2018 2023 Suzuki every PA Manual bumper to bumper geniun,Suzuki,Every,89000,2475000,False,False,True,False,1
Gli 2014/15 Total geniune,Toyota,Corolla GLI,123000,3325000,False,False,True,True,10
Honda City 2014 Aspire Prosmatec Home Used Genuine Condition 31.5 Lac,Honda,City Aspire,104500,3150000,False,False,True,False,10
Move car,Daihatsu,Move,91000,2950000,False,False,True,False,7
Grande 2018 Toyota Corolla,Toyota,Corrolla Altis,88000,4985000,False,False,True,False,6
Honda City 2006 LK-6,Honda,City IDSI,198000,1925000,False,False,True,True,18
Honda city 2006,Honda,City IDSI,72000,2200000,False,False,True,True,18
Toyota Corolla Altis 1.6,Toyota,Corrolla Altis,64300,4975000,False,False,True,False,5
Toyota xli 2009 bumper to bumper orginal (lahore registered),Toyota,Corolla XLI,113000,1550000,False,False,True,True,15
Neatest 2005 Prosmetic.,Honda,Civic Prosmetic,201400,1400000,False,False,True,False,19
honda City 2002 Automatic,Honda,City Vario,100000,730000,False,False,True,False,22
Suzuki Alto 2011,Suzuki,Alto,88000,900000,False,False,True,True,13
cuore japni mobile nbr 03084559267,Daihatsu,Cuore,15000,650000,False,False,True,True,24
Toyota Corolla gli 2008,Toyota,Corolla GLI,100000,1750000,False,False,True,True,16
Suzuki cultus vxri #0315 3501407 Whatsapp,Suzuki,Cultus VXR,90000,1050000,False,False,True,True,16
Toyota psso,Toyota,Passo,9200,4250000,False,False,True,False,4
Cultus 2007,Suzuki,Cultus VXR,60000,750000,False,False,True,True,17
Honda civic,Honda,Civic Oriel,145000,1750000,False,False,True,True,14
GLI for sale,Toyota,Corolla GLI,170000,2450000,False,False,True,True,13
"سوزوکی مہران
۔۔۔۔ بہترین حالت میں",Suzuki,Mehran VXR,20000,600000,False,False,True,True,17
Cultus limited edition 2017,Suzuki,Cultus VXR,73000,1800000,False,False,True,True,7
Honda City Prosmatic 2015 13cc,Honda,City IVTEC,190000,2720000,False,False,True,False,9
Bolan Green Carry Duba for sale,Suzuki,Bolan,21854,955000,False,False,True,False,9
TOYOTA PASSO (1000 CC) 2015/2018 CUT SEAT,Toyota,Passo,79000,2725000,False,False,True,False,9
2019 model Alto Lahore number,Suzuki,Alto,65000,2075000,False,False,True,True,5
HONDA Civic Oriel 1.8 Model 2012,Honda,Civic Oriel,185000,2300000,False,False,True,True,12
"Colour silver,Genman car Home use able",Honda,Civic Oriel,100000,4600000,False,False,True,False,7
my family used car,Daihatsu,Cuore,80000,730000,False,False,True,True,16
Mini Pajero,Mitsubishi,Pajero Mini,20000,1100000,False,False,True,False,16
"mehran Suzuki, good condition",Suzuki,Mehran VXR,10000,350000,False,False,True,True,21
Lancer 2005,Mitsubishi,Lancer,180000,1050000,False,False,True,True,19
Toyota yaris Mt 2020,Toyota,Yaris,35000,3750000,False,False,True,True,4
Suzuki Cultus 2013 Euro II,Suzuki,Cultus VXR,75000,1140000,False,False,True,True,11
Daihatsu Cuore 2004 Geniune Condition Ac LCD,Daihatsu,Cuore,80000,670000,False,False,True,True,20
Suzuki cultus 2013,Suzuki,Cultus VXR,95000,1270000,False,False,True,True,11
Suzuki Wagon R 2019 White,Suzuki,Wagon R,114500,1970000,False,False,True,True,5
Suzuki Mehran VXR2019,Suzuki,Mehran VXR,96000,1500000,False,False,True,True,5
Honda City 1.2 CVT (New Condition),Honda,City IVTEC,7600,4580000,False,False,True,False,2
Honda City 1.3 manual,Honda,City IVTEC,76000,4350000,False,False,True,True,5
Toyota Corolla Gli 1.3,Toyota,Corolla GLI,60000,2500000,False,False,True,True,12
City 1.3 Automatic,Honda,City IVTEC,117000,2350000,False,False,True,False,13
SUZUKI ALTO 2020 /2023 import,Suzuki,Alto,26000,3210000,False,False,True,False,4
DIHATSHU mira,Daihatsu,Mira,133543,1550000,False,False,True,False,18
HYUNDAI SANTRO,Hyundai,Santro,94258,1050000,False,False,True,True,19
cultus 2008 genuine condition argent sell,Suzuki,Cultus VXR,65000,860000,False,False,True,True,16
"mehran vxr 0347,2587089 no bargain final price",Suzuki,Mehran VXR,50000,390000,False,False,True,True,18
Fully original Honda civic,Honda,Civic Oriel,136589,1295000,False,False,True,True,22
Beautiful Cultus Power steering & Windows,Suzuki,Cultus VXR,125000,795000,False,False,True,True,18
Suzuki Wagon R VXL 100 % Genuine,Suzuki,Wagon R,124000,2299999,False,False,True,True,6
Toyota Yaris 2021 modal GLI,Toyota,Yaris,46500,4200000,False,False,True,False,3
Toyota Corolla full orginal condition,Toyota,Corolla GLI,95000,2900000,False,False,True,False,11
Faw xpv 16 modal,FAW,X-PV,82600,730000,False,False,True,True,8
Honda civic rebirth U. G,Honda,Civic Oriel,95000,3400000,False,False,True,False,10
santro club gv,Hyundai,Santro,200000,835000,False,False,True,True,21
Hijet 13/19 in Zabardast Condition for Sell.,Daihatsu,Hijet,81500,1590000,False,False,True,False,11
Suzuki Cultus VXR,Suzuki,Cultus VXR,10000,640000,False,False,True,True,19
alsvin 1500cc,Changan,Alsvin,40000,3350000,False,False,True,False,3
"Abs, air conditioning,alloy Rims",Honda,Civic Oriel,224777,1380000,False,False,True,False,24
2003 model Santro,Hyundai,Santro,156000,630000,False,False,True,True,21
cuore 2006,Daihatsu,Cuore,50000,1000000,False,False,True,False,18
Suzuki Bollan,Suzuki,Bolan,200000,650000,False,False,True,True,16
Santro plus genuine condition 2000/2001 AC,Hyundai,Santro,12345,750000,False,False,True,True,23
suzuki pickup 2015 model,Suzuki,Ravi,20079,840000,False,False,True,True,9
suzukuki bolan 2006,Suzuki,Bolan,9999,540000,False,False,True,True,18
Mahran VXR,Suzuki,Mehran VXR,53000,1180000,False,False,True,True,9
Honda city aspire 2018,Honda,City Aspire,70000,4000000,False,False,True,False,6
Toyota Altus 2006 model,Toyota,Corrolla Altis,300000,1750000,False,False,True,False,18
argent for sale jisna b Lani ho rabita kary full ganiyan mahren 2017,Suzuki,Mehran VXR,36246,1270000,False,False,True,False,7
Chevrolet Joy (1.0) 2009,Chevrolet,Joy,200000,975000,False,False,True,True,15
Hyundai Santro Club EFI Genuine Mileage 143k Urgent Sale,Hyundai,Santro,143000,1025000,False,False,True,True,22
Suzuki Cultus 2014,Suzuki,Cultus VXR,159000,1430000,False,False,True,True,10
KIA CLASSIC 2000,KIA,Classic,162000,325000,False,False,False,True,24
Toyota Corolla Gli (Convert X Shape),Toyota,Corolla GLI,82000,3800000,False,False,True,True,5
Toyota Corolla Altis 1.6 2019 Model,Toyota,Corrolla Altis,79000,4780000,False,False,True,False,5
Suzuki Ravi for sale,Suzuki,Ravi,50000,790000,False,False,True,True,10
Toyota corolla 2010 xli,Toyota,Corolla XLI,78600,2250000,False,False,True,True,14
Toyota xli. gli,Toyota,Corolla XLI,63000,2790000,False,False,True,True,8
"contact no 03004283621 boy teek hy engine ok hy, Lahore no. hy.",Suzuki,Baleno,533528,315000,False,False,True,False,19
Daihatsu Mira XSA 3,Daihatsu,Mira,12000,3475000,False,False,True,False,3
Suzuki mehran,Suzuki,Cultus VXR,3800,800000,False,False,True,True,12
baleno 2005,Suzuki,Baleno,250000,950000,False,False,True,True,19
Mira 2014/2017,Daihatsu,Mira,90000,1880000,False,False,True,False,10
HONDA CITY 1.5 ASPIRE 2021 PROSMETEC TOP OF THE LINE,Honda,City Aspire,38000,3990000,False,False,True,False,3
Suzuki mehran vxr,Suzuki,Mehran VXR,12345,650000,False,False,True,True,16
Suzuki cultus vxr 2007,Suzuki,Cultus VXR,12345,775000,False,False,True,True,17
Honda Civic Reborn,Honda,Civic Prosmetic,243000,1995000,False,False,True,False,16
Suzuki Alto  Model 2020,Suzuki,Alto,1930,3600000,False,False,True,False,4
Toyota Corolla Altis 2019 Model Urgent Sale,Toyota,Corrolla Altis,79000,4590000,False,False,True,False,5
A total genuine Japanese alto extremely economical with mileage,Suzuki,Alto,235000,1460000,False,False,True,True,22
Honda City 2015 Modulo,Honda,City IVTEC,150000,2750000,False,False,True,True,9
Suzuki every,Suzuki,Every,79000,2470000,False,False,True,False,6
FAW X-PV POWER EDITION 7 SEATER,FAW,X-PV,80000,1270000,False,False,True,False,5
Daihatsu MIRA,Daihatsu,Mira,98000,2300000,False,False,True,False,8
Islamabad no wagnor,Suzuki,Wagon R,113000,2150000,False,False,True,True,7
Toyota Passo 1000cc islamabad Reg 2007/2019 (03329632131),Toyota,Passo,90000,2300000,False,False,True,False,17
wogoun R vxl 2018,Suzuki,Wagon R,110000,2250000,False,False,True,True,6
Hijet cargo,Daihatsu,Hijet,125000,1500000,False,False,True,False,11
Mitsubishi Lancer Japan,Mitsubishi,Lancer,190000,1300000,False,False,False,True,20
Honda City Aspire 1.5 Auto 21/22 in Toba Tek Singh,Honda,City Aspire,40000,4600000,False,False,True,False,3
Suzuki bolan 2013,Suzuki,Bolan,156532,750000,False,False,True,True,11
Honda city aspire 1.5,Honda,City Aspire,82000,3490000,False,False,True,True,6
Honda City - 1st owner myself - ISB number,Honda,City IVTEC,74000,3660000,False,False,True,True,6
Mehran alto 2004,Suzuki,Alto,12345,680000,False,False,True,True,20
urgent sale,Daihatsu,Move,86000,1650000,False,False,True,False,17
Suzuki Swift 1.3 Automatic full option (03347504475),Suzuki,Swift,87000,2900000,False,False,True,False,6
gadi total orignal hy vx alto non ac,Suzuki,Alto,25000,2100000,False,False,True,True,3
Suzuki every 13/18 is up for sale exchange possible with xli 10m to 15,Suzuki,Every,12365,1550000,False,False,True,False,6
Hyundai Santro,Hyundai,Santro,200000,1175000,False,False,True,True,21
Santro executive,Hyundai,Santro,99000,745000,False,False,True,True,20
18 modal Minor Touching,Suzuki,Ravi,57211,1230000,False,False,True,True,6
Honda city 2018/19,Honda,City IVTEC,80000,3500000,False,False,True,True,5
aaaaaaaaaa,Suzuki,Mehran VXR,115000,550000,False,False,True,True,20
Toyota Corolla XLi EcoTec 2012 Model,Toyota,Corolla XLI,57000,2965000,False,False,True,True,12
Suzuki every /nissan clipper 2017,Suzuki,Every,140000,2390000,False,False,True,False,7
Honda civic Reborn,Honda,Civic Prosmetic,1500,3000000,False,False,True,False,15
Honda Civic oriel 2017,Honda,Civic Oriel,110000,4600000,False,False,True,False,7
Toyota yaris ATIV1.3,Toyota,Yaris,77898,4150000,False,False,True,True,4
Sadar Rawalpindi,Toyota,Corolla GLI,500000,1670000,False,False,True,True,18
Toyota Yaris Ative m/t 1.3,Toyota,Yaris,62000,3720000,False,False,True,True,4
Honda City 1.2 CVT 2022,Honda,City IVTEC,6500,4630000,False,False,True,False,2
Santro 2004 Grey Metallic,Hyundai,Santro,260000,825000,False,False,True,True,20
JDM Lancer,Mitsubishi,Lancer,276500,1200000,False,False,True,True,19
"Daihatsu Mira, G Limited, 2020 Model, Fresh Import 2023",Daihatsu,Mira,30000,3690000,False,False,True,False,4
Suzuki Cultus 2013 Excellent condition,Suzuki,Cultus VXR,76500,1250000,False,False,True,True,11
Daihatsu Hijet Model 2016/21,Daihatsu,Hijet,119000,1950000,False,False,True,False,8
Toyota Corolla GLi 1.3 VVTi 2010,Toyota,Corolla GLI,12345,2300000,False,False,True,True,14
honda city 2011  home used car,Honda,City IVTEC,166000,2500000,False,False,True,True,13
mira 2019 import,Daihatsu,Mira,79000,2385000,False,False,True,False,8
Suzuki Mehran ok car no crush lush car 03143271205 whatsapp,Suzuki,Mehran VXR,85000,500000,False,False,True,True,19
Toyota Passo,Toyota,Passo,90000,1600000,False,False,True,False,18
Suzuki Wagon r VXL2018Model lush condition,Suzuki,Wagon R,125000,2100000,False,False,True,True,6
Honda Civic,Honda,Civic Prosmetic,163000,2350000,False,False,True,False,13
Corolla Altis Cruisetronic 1.6 2012,Toyota,Corrolla Altis,141000,3275000,False,False,True,False,12
Daihatsu Hijet,Daihatsu,Hijet,50000,1280000,False,False,True,False,12
FAMILY USED SUZUKI EVERY CAR,Suzuki,Every,105000,1350000,False,False,True,False,11
Hijet 2014,Daihatsu,Hijet,1123,1480000,False,False,True,False,10
URGENT SELL AUTOMATIC BALENO,Suzuki,Baleno,123456,599000,False,False,True,False,21
Daihatsu Mira EiS,Daihatsu,Mira,87000,2650000,False,False,True,False,9
SUZUKI EVERY. 03248715277,Suzuki,Every,132000,1780000,False,False,True,True,11
Honda City I-VTEC2019,Honda,City IVTEC,80000,3300000,False,False,True,True,5
Suzuki Bolan,Suzuki,Bolan,39000,950000,False,False,True,True,15
Suzuki Alto VXR 2010 for sale,Suzuki,Alto,160000,1095000,False,False,True,True,14
Alto VXR 2020,Honda,City Aspire,65000,2050000,False,False,True,True,4
Suzuki Mehran VXR 800 Cc for sale,Suzuki,Mehran VXR,69000,1330000,False,False,True,True,7
Kia Picanto 2021 Model Manual,KIA,Picanto,30000,2790000,False,False,True,True,3
Urgent | Honda City 1.3 Basic Almost Original. (18/19),Honda,City IVTEC,67000,3290000,False,False,True,True,5
Suzuki Bolan Hiroof 2011,Suzuki,Bolan,50000,645000,False,False,True,True,13
Mitsubishi lancer,Mitsubishi,Lancer,321000,1350000,False,False,True,True,19
Honda Civic Reborn,Honda,Civic Oriel,100000,2150000,False,False,True,False,15
Honda city,Honda,City IVTEC,60000,3350000,False,False,True,True,7
Daihatsu Hijet Urgent sale low price,Daihatsu,Hijet,1000,1185000,False,False,True,True,8
suzuki mehran 2005 mostly jenoiun 03023313300,Suzuki,Mehran VXR,19200,525000,False,False,True,True,19
Corolla Altis 1.6 for sals,Toyota,Corrolla Altis,185000,4200000,False,False,True,False,6
Cultus VXR 2021,Suzuki,Cultus VXR,33000,3250000,False,False,True,True,3
Suzuki Swift 1.3 DLX 2020,Suzuki,Swift,56000,2880000,False,False,True,True,4
Mira L pakage 2016,Daihatsu,Mira,95000,2200000,False,False,True,False,8
Corolla Gli 2016 1.3,Toyota,Corolla GLI,200000,3550000,False,False,True,True,8
Toyota Passo,Toyota,Passo,55000,3350000,False,False,True,False,6
Changan Alsvin comfort 1.37 MT,Changan,Alsvin,27800,3515000,False,False,True,True,3
hi roof bolan,Suzuki,Bolan,76000,740000,False,False,True,True,14
Civic vti oriel automatic new engine,Honda,Civic Oriel,12345,1045000,False,False,True,False,24
Honda City Prosmatic Automatic 2018,Honda,City IVTEC,57000,3360000,False,False,True,False,6
